mrpc_output_base/large_epoch_?_batch_32_lr_2e_5
epoch, BERT-BASE-accuracy, BERT-BASE-loss, BERT-LARGE-accuracy, BERT-LARGE-loss
1,0.7880135959212237,0.550050887291501
2,0.8071078676397081,0.5102793483844832
3,0.8117064880535839,0.5395912800136148
4,0.8092072378286514,0.6016539049426802
5,
6,
7,
8,
9,
10,




